Date,Open,High,Low,Close
16-January-2017,1360.33,1387.33,1357.71,1373.93,
17-January-2017,1377.00,1385.02,1372.95,1376.62,
18-January-2017,1376.96,1386.48,1376.96,1380.15,
19-January-2017,1379.12,1384.09,1376.00,1378.67,
20-January-2017,1374.89,1389.85,1348.82,1351.90,
23-January-2017,1351.06,1369.98,1347.21,1360.18,
24-January-2017,1361.46,1370.71,1359.09,1367.71,
25-January-2017,1373.07,1396.94,1370.01,1387.66,
27-January-2017,1387.50,1396.51,1375.39,1380.90,
30-January-2017,1378.62,1396.44,1376.69,1379.25,
31-January-2017,1378.81,1381.67,1364.16,1369.73,
1-February-2017,1383.84,1442.45,1377.20,1435.89,
2-February-2017,1441.19,1453.74,1423.11,1438.78,
3-February-2017,1439.09,1460.70,1435.14,1451.89,
6-February-2017,1459.38,1503.14,1458.89,1479.45,
7-February-2017,1481.73,1484.82,1465.78,1473.87,
8-February-2017,1476.99,1491.94,1463.42,1487.09,
9-February-2017,1494.58,1511.64,1480.80,1498.93,
10-February-2017,1503.18,1508.94,1493.52,1499.85,
13-February-2017,1506.68,1508.49,1469.34,1482.88,
14-February-2017,1485.83,1491.37,1464.39,1472.24,
15-February-2017,1453.58,1462.38,1415.97,1420.26,
16-February-2017,1420.50,1456.00,1418.28,1450.63,
17-February-2017,1457.95,1463.57,1443.16,1453.62,
20-February-2017,1456.47,1479.22,1451.64,1467.13,
21-February-2017,1468.83,1473.98,1463.34,1467.82,
22-February-2017,1469.36,1491.67,1459.75,1465.05,
23-February-2017,1465.44,1481.59,1465.44,1476.52,
27-February-2017,1479.15,1485.18,1470.92,1473.78,
28-February-2017,1471.78,1501.87,1471.23,1495.06,
1-March-2017,1510.90,1553.25,1509.08,1546.77,
2-March-2017,1558.14,1559.75,1474.30,1479.59,
3-March-2017,1473.90,1497.58,1473.49,1492.31,
6-March-2017,1498.10,1507.96,1490.24,1505.13,
7-March-2017,1504.29,1508.83,1493.68,1501.04,
8-March-2017,1500.73,1505.77,1474.33,1479.37,
9-March-2017,1477.66,1491.29,1473.76,1478.38,
10-March-2017,1478.06,1490.21,1470.44,1474.37,
14-March-2017,1495.61,1518.54,1487.19,1512.31,
15-March-2017,1508.39,1536.47,1508.39,1523.17,
16-March-2017,1531.71,1543.15,1531.13,1541.01,
17-March-2017,1545.81,1558.48,1538.18,1553.09,
20-March-2017,1554.26,1565.34,1552.02,1557.02,
21-March-2017,1558.17,1581.01,1546.31,1578.08,
22-March-2017,1572.32,1597.15,1557.66,1578.06,
23-March-2017,1578.17,1602.65,1577.70,1582.89,
24-March-2017,1582.39,1598.34,1582.03,1589.02,
27-March-2017,1585.44,1595.95,1580.33,1588.96,
28-March-2017,1591.69,1600.82,1580.41,1583.39,
29-March-2017,1597.71,1599.74,1571.19,1574.42,
30-March-2017,1576.21,1619.44,1575.59,1608.52,
31-March-2017,1613.65,1617.01,1595.62,1599.97,
3-April-2017,1598.40,1610.05,1588.58,1605.73,
5-April-2017,1609.71,1679.03,1609.71,1671.21,
6-April-2017,1677.27,1719.87,1667.30,1704.64,
7-April-2017,1703.22,1723.52,1678.69,1684.43,
10-April-2017,1686.42,1690.17,1665.82,1672.69,
11-April-2017,1674.41,1698.95,1669.01,1694.24,
12-April-2017,1694.93,1714.47,1665.39,1708.02,
13-April-2017,1709.65,1732.89,1709.65,1723.70,
17-April-2017,1727.28,1881.24,1719.84,1875.70,
18-April-2017,1883.35,1905.52,1800.97,1810.50,
19-April-2017,1780.59,1846.04,1778.10,1837.37,
20-April-2017,1840.38,1884.12,1838.37,1876.67,
21-April-2017,1879.56,1959.05,1877.05,1921.11,
24-April-2017,1932.87,2010.64,1930.49,1979.22,
25-April-2017,1994.55,2018.78,1985.09,2004.09,
26-April-2017,2010.96,2017.04,1905.86,1944.87,
27-April-2017,1950.87,1968.95,1931.90,1958.35,
28-April-2017,1956.34,1957.31,1914.08,1923.92,
2-May-2017,1929.84,1983.64,1929.84,1962.13,
3-May-2017,1967.13,2016.34,1966.79,1992.42,
4-May-2017,1996.97,2000.20,1963.64,1976.47,
5-May-2017,1990.35,1993.24,1940.77,1956.00,
8-May-2017,1964.16,2052.89,1937.69,2044.52,
9-May-2017,2062.51,2088.15,2050.87,2055.21,
10-May-2017,2060.01,2064.84,2035.72,2052.08,
11-May-2017,2057.40,2085.83,2047.43,2050.91,
12-May-2017,2056.15,2076.27,2014.01,2067.60,
15-May-2017,2073.06,2098.80,2072.80,2087.11,
16-May-2017,2091.94,2112.57,2078.55,2107.96,
17-May-2017,2108.02,2129.30,2099.57,2107.99,
18-May-2017,2091.79,2091.79,2034.30,2042.22,
19-May-2017,2045.42,2084.21,2006.03,2044.31,
22-May-2017,2050.03,2072.63,2013.89,2017.91,
23-May-2017,2017.17,2023.13,1942.73,1965.64,
24-May-2017,1967.37,1982.66,1905.59,1928.91,
25-May-2017,1934.12,1972.28,1931.91,1967.65,
26-May-2017,1971.70,1991.42,1960.01,1977.37,
29-May-2017,1956.02,1973.08,1884.75,1890.61,
30-May-2017,1882.41,1920.18,1856.42,1912.49,
31-May-2017,1912.59,1952.90,1912.59,1931.11,
1-June-2017,1932.87,1949.98,1924.44,1931.02,
2-June-2017,1943.00,1962.22,1922.45,1954.63,
5-June-2017,1957.12,1988.54,1957.12,1974.59,
6-June-2017,1981.42,1984.04,1928.63,1947.80,
7-June-2017,1949.01,1973.93,1942.45,1954.11,
8-June-2017,1949.86,1969.99,1931.79,1950.06,
9-June-2017,1943.47,2006.45,1939.55,2000.77,
12-June-2017,1994.01,2033.14,1986.54,1993.92,
13-June-2017,1996.69,2017.50,1996.05,2008.80,
14-June-2017,2011.41,2049.69,2003.76,2039.02,
15-June-2017,2046.51,2090.52,2046.51,2082.97,
16-June-2017,2088.69,2127.08,2080.53,2090.23,
19-June-2017,2091.26,2106.16,2068.66,2083.52,
20-June-2017,2087.29,2114.74,2064.88,2094.13,
21-June-2017,2099.50,2122.39,2096.13,2104.90,
22-June-2017,2114.14,2129.70,2022.48,2068.59,
23-June-2017,2070.21,2092.09,2008.23,2050.25,
27-June-2017,2051.24,2064.57,2005.15,2021.62,
28-June-2017,2020.89,2044.28,2002.18,2033.01,
29-June-2017,2041.75,2060.73,2041.75,2053.61,
30-June-2017,2035.23,2049.40,2018.08,2043.23,
3-July-2017,2048.13,2081.56,2045.27,2073.51,
4-July-2017,2079.13,2092.55,2053.47,2060.24,
5-July-2017,2061.23,2095.27,2053.56,2092.02,
6-July-2017,2106.73,2143.15,2105.90,2124.96,
7-July-2017,2118.68,2163.53,2113.61,2156.51,
10-July-2017,2164.55,2193.23,2163.23,2177.05,
11-July-2017,2180.71,2184.90,2136.73,2143.14,
12-July-2017,2153.72,2163.25,2138.51,2145.11,
13-July-2017,2157.07,2183.00,2146.75,2151.22,
14-July-2017,2152.22,2156.08,2121.67,2138.43,
17-July-2017,2147.15,2178.17,2124.68,2165.77,
18-July-2017,2161.76,2179.47,2137.04,2142.01,
19-July-2017,2144.00,2189.27,2144.00,2174.19,
20-July-2017,2175.19,2193.19,2169.76,2184.39,
21-July-2017,2186.42,2196.89,2132.41,2160.46,
24-July-2017,2160.65,2182.99,2148.45,2156.45,
25-July-2017,2156.81,2174.13,2152.41,2170.50,
26-July-2017,2177.84,2211.39,2174.35,2183.56,
27-July-2017,2191.35,2230.52,2162.71,2183.73,
28-July-2017,2176.76,2190.66,2160.35,2169.20,
31-July-2017,2164.25,2190.58,2159.59,2186.28,
1-August-2017,2192.74,2202.15,2174.02,2187.08,
2-August-2017,2195.08,2206.70,2171.59,2182.80,
3-August-2017,2177.94,2191.13,2155.08,2166.93,
4-August-2017,2169.21,2180.56,2161.36,2173.87,
7-August-2017,2178.62,2215.69,2175.97,2204.26,
8-August-2017,2199.77,2211.64,2092.51,2104.33,
9-August-2017,2086.01,2133.50,2049.60,2094.11,
10-August-2017,2085.97,2107.47,1925.71,1986.99,
11-August-2017,1968.95,2009.77,1935.16,1960.77,
14-August-2017,1984.62,2096.63,1984.50,2077.51,
16-August-2017,2093.30,2104.23,2070.29,2094.81,
17-August-2017,2099.94,2133.61,2094.06,2109.56,
18-August-2017,2098.00,2108.24,2066.07,2090.13,
21-August-2017,2091.85,2109.81,2057.95,2064.06,
22-August-2017,2069.52,2087.54,2026.11,2040.63,
23-August-2017,2066.80,2114.83,2063.03,2111.62,
24-August-2017,2114.45,2118.79,2090.23,2094.12,
28-August-2017,2107.84,2123.67,2091.17,2096.91,
29-August-2017,2089.19,2106.24,2068.55,2079.68,
30-August-2017,2090.32,2125.39,2087.25,2114.14,
31-August-2017,2113.09,2147.57,2098.34,2137.67,
1-September-2017,2141.50,2207.37,2140.28,2193.06,
4-September-2017,2188.26,2201.57,2124.37,2162.48,
5-September-2017,2167.99,2199.67,2167.73,2196.32,
6-September-2017,2171.62,2211.44,2166.91,2199.80,
7-September-2017,2209.60,2237.35,2208.63,2215.07,
8-September-2017,2216.52,2224.99,2168.22,2180.86,
11-September-2017,2176.68,2206.99,2176.68,2188.63,
12-September-2017,2194.03,2241.83,2194.03,2234.91,
13-September-2017,2239.32,2252.99,2204.61,2211.17,
14-September-2017,2236.20,2240.57,2197.58,2200.88,
15-September-2017,2196.88,2199.43,2165.94,2190.20,
18-September-2017,2198.15,2209.81,2172.47,2203.07,
19-September-2017,2200.81,2236.03,2193.41,2220.57,
20-September-2017,2225.93,2238.12,2205.47,2215.33,
21-September-2017,2217.65,2221.71,2156.89,2164.83,
22-September-2017,2151.70,2152.84,2054.70,2072.05,
25-September-2017,2086.67,2092.79,1979.99,2000.44,
26-September-2017,2011.07,2072.51,2005.19,2053.16,
27-September-2017,2061.75,2088.66,1984.97,1998.50,
28-September-2017,2000.83,2027.40,1991.69,2016.65,
29-September-2017,2023.77,2084.51,2023.77,2065.41,
3-October-2017,2086.47,2099.87,2067.30,2074.01,
4-October-2017,2077.94,2093.72,2069.19,2085.65,
5-October-2017,2093.25,2121.84,2087.23,2103.66,
6-October-2017,2103.41,2124.92,2099.52,2106.86,
9-October-2017,2112.12,2164.34,2088.95,2153.22,
10-October-2017,2154.69,2162.31,2128.31,2132.27,
11-October-2017,2139.05,2156.53,2080.14,2089.37,
12-October-2017,2098.42,2128.35,2097.57,2120.40,
13-October-2017,2128.77,2159.40,2111.13,2131.91,
16-October-2017,2134.27,2164.45,2128.73,2154.67,
17-October-2017,2147.97,2178.08,2139.02,2171.63,
18-October-2017,2180.98,2186.19,2161.11,2169.77,
19-October-2017,2173.38,2186.44,2149.21,2165.72,
23-October-2017,2170.76,2207.39,2159.70,2188.19,
24-October-2017,2195.34,2234.04,2192.85,2198.91,
25-October-2017,2209.83,2223.62,2166.82,2191.25,
26-October-2017,2196.60,2213.30,2174.02,2199.41,
27-October-2017,2209.97,2212.02,2179.47,2188.39,
30-October-2017,2190.48,2237.53,2190.48,2233.55,
31-October-2017,2236.82,2306.20,2228.14,2301.28,
1-November-2017,2318.63,2400.05,2314.18,2368.79,
2-November-2017,2373.44,2382.06,2347.33,2367.01,
3-November-2017,2368.17,2396.18,2368.17,2375.83,
6-November-2017,2386.33,2411.75,2371.57,2384.48,
7-November-2017,2392.12,2408.35,2318.90,2330.95,
8-November-2017,2331.26,2349.53,2290.64,2307.95,
9-November-2017,2316.12,2334.75,2284.06,2308.02,
10-November-2017,2300.11,2351.23,2289.36,2307.89,
13-November-2017,2270.63,2306.69,2254.90,2273.29,
14-November-2017,2273.91,2298.55,2262.23,2290.14,
15-November-2017,2285.88,2297.66,2225.32,2249.75,
16-November-2017,2253.00,2284.35,2239.87,2277.72,
17-November-2017,2311.13,2386.32,2311.13,2362.03,
20-November-2017,2357.59,2422.28,2354.42,2414.40,
21-November-2017,2419.34,2438.81,2372.28,2382.17,
22-November-2017,2388.27,2413.99,2376.44,2380.88,
23-November-2017,2393.23,2401.60,2357.21,2384.10,
24-November-2017,2387.73,2393.14,2375.69,2385.67,
27-November-2017,2399.99,2419.65,2384.82,2415.14,
28-November-2017,2401.29,2430.86,2392.27,2402.33,
29-November-2017,2405.19,2447.90,2399.92,2419.24,
30-November-2017,2413.06,2461.33,2396.80,2445.67,
1-December-2017,2462.91,2481.48,2379.90,2397.03,
4-December-2017,2404.36,2418.06,2373.99,2384.03,
5-December-2017,2384.54,2405.19,2368.75,2378.01,
6-December-2017,2375.19,2398.92,2357.35,2363.66,
7-December-2017,2367.23,2416.93,2367.08,2412.44,
8-December-2017,2419.48,2438.92,2419.19,2429.69,
11-December-2017,2458.13,2460.23,2422.58,2426.61,
12-December-2017,2429.89,2429.89,2382.97,2387.18,
13-December-2017,2387.14,2395.29,2323.26,2332.97,
14-December-2017,2350.21,2366.19,2316.69,2339.09,
15-December-2017,2357.62,2392.92,2354.53,2384.90,
18-December-2017,2373.90,2414.30,2293.44,2378.10,
19-December-2017,2386.96,2417.88,2383.05,2411.24,
20-December-2017,2412.98,2501.26,2411.39,2483.89,
21-December-2017,2485.44,2512.44,2471.21,2499.60,
22-December-2017,2508.92,2530.47,2494.34,2499.59,
26-December-2017,2510.83,2546.75,2509.31,2537.39,
27-December-2017,2550.88,2555.29,2499.41,2521.53,
28-December-2017,2524.65,2606.11,2524.16,2596.43,
29-December-2017,2607.14,2627.96,2593.39,2608.25,
1-January-2018,2613.60,2675.12,2607.03,2617.74,
2-January-2018,2626.06,2650.49,2577.00,2592.78,
3-January-2018,2595.99,2632.46,2592.94,2605.53,
4-January-2018,2611.09,2620.63,2583.87,2599.85,
5-January-2018,2600.45,2648.45,2599.36,2619.34,
8-January-2018,2644.54,2668.84,2634.67,2642.09,
9-January-2018,2648.20,2729.03,2639.80,2718.10,
10-January-2018,2732.70,2756.81,2721.94,2749.65,
11-January-2018,2759.31,2814.81,2754.00,2804.59,
12-January-2018,2823.63,2827.55,2736.00,2763.72,
15-January-2018,2772.12,2802.31,2759.29,2766.51,
16-January-2018,2768.57,2775.95,2659.32,2669.46,
17-January-2018,2668.48,2720.39,2597.55,2699.72,
18-January-2018,2708.48,2725.88,2569.07,2589.95,
19-January-2018,2590.04,2628.66,2570.03,2622.57,
22-January-2018,2630.37,2681.31,2620.34,2673.65,
23-January-2018,2692.97,2699.11,2670.40,2687.25,
24-January-2018,2692.42,2714.72,2673.54,2690.47,
25-January-2018,2685.89,2694.81,2640.95,2649.58,
29-January-2018,2653.39,2672.41,2623.30,2631.78,
30-January-2018,2628.16,2641.72,2604.56,2610.67,
31-January-2018,2611.56,2659.09,2597.65,2609.09,
1-February-2018,2614.22,2656.39,2538.58,2585.91,
2-February-2018,2562.23,2562.23,2366.67,2423.58,
5-February-2018,2392.44,2427.32,2326.67,2414.87,
6-February-2018,2324.96,2381.70,2270.98,2364.62,
7-February-2018,2389.10,2431.96,2389.10,2400.99,
8-February-2018,2413.97,2487.65,2413.97,2461.24,
9-February-2018,2430.66,2501.12,2404.67,2475.09,
12-February-2018,2491.01,2537.46,2491.01,2517.99,
14-February-2018,2536.45,2563.58,2516.49,2522.87,
15-February-2018,2522.32,2549.00,2491.66,2501.40,
16-February-2018,2514.51,2543.89,2450.29,2465.34,
19-February-2018,2463.62,2473.94,2421.20,2437.61,
20-February-2018,2435.29,2446.33,2403.57,2422.11,
21-February-2018,2440.20,2444.77,2393.41,2402.92,
22-February-2018,2391.45,2430.13,2384.42,2419.75,
23-February-2018,2419.64,2442.74,2419.64,2436.27,
26-February-2018,2443.81,2529.86,2443.81,2516.60,
27-February-2018,2511.03,2520.73,2460.78,2465.41,
28-February-2018,2454.63,2485.72,2440.66,2468.34,
1-March-2018,2473.54,2486.95,2443.04,2449.44,
5-March-2018,2446.23,2448.76,2419.07,2431.99,
6-March-2018,2442.46,2476.28,2358.61,2378.19,
7-March-2018,2366.89,2371.53,2326.32,2351.74,
8-March-2018,2352.53,2403.78,2325.87,2389.96,
9-March-2018,2391.84,2408.80,2370.52,2385.52,
12-March-2018,2402.50,2419.27,2370.81,2397.67,
13-March-2018,2388.98,2457.62,2385.40,2435.18,
14-March-2018,2426.96,2432.86,2408.17,2422.51,
15-March-2018,2420.05,2448.31,2407.95,2422.08,
16-March-2018,2425.04,2448.24,2375.85,2383.94,
19-March-2018,2384.42,2395.52,2301.31,2312.20,
20-March-2018,2310.78,2316.19,2282.29,2309.11,
21-March-2018,2325.77,2368.91,2314.00,2326.46,
22-March-2018,2327.42,2337.82,2289.20,2296.63,
23-March-2018,2268.82,2268.82,2206.17,2220.51,
26-March-2018,2234.89,2260.73,2214.68,2247.83,
27-March-2018,2255.23,2279.61,2247.80,2254.05,
28-March-2018,2240.32,2254.30,2213.30,2229.92,
2-April-2018,2241.91,2252.53,2224.13,2241.37,
3-April-2018,2238.89,2256.41,2229.48,2252.12,
4-April-2018,2263.55,2312.62,2215.36,2224.48,
5-April-2018,2247.76,2289.41,2247.75,2281.22,
6-April-2018,2293.28,2310.11,2286.68,2294.54,
9-April-2018,2305.90,2316.78,2286.25,2291.63,
10-April-2018,2297.99,2326.94,2291.48,2320.38,
11-April-2018,2330.08,2332.35,2307.06,2313.31,
12-April-2018,2309.94,2310.90,2267.16,2271.23,
13-April-2018,2278.27,2300.93,2266.55,2281.20,
16-April-2018,2276.21,2329.37,2265.77,2322.72,
17-April-2018,2331.36,2356.60,2317.33,2350.86,
18-April-2018,2366.07,2383.10,2351.30,2362.38,
19-April-2018,2374.22,2391.27,2371.48,2378.95,
20-April-2018,2382.67,2382.67,2345.74,2353.48,
23-April-2018,2355.29,2409.22,2355.02,2395.40,
24-April-2018,2399.27,2427.87,2384.49,2396.58,
25-April-2018,2395.60,2449.62,2375.46,2403.80,
26-April-2018,2427.81,2450.46,2369.09,2385.32,
27-April-2018,2383.88,2435.95,2383.88,2394.24,
30-April-2018,2413.18,2441.12,2399.78,2430.23,
2-May-2018,2434.51,2445.51,2368.25,2387.70,
3-May-2018,2375.41,2392.69,2325.75,2344.99,
4-May-2018,2349.74,2369.43,2335.16,2339.07,
7-May-2018,2354.36,2384.28,2348.81,2374.37,
8-May-2018,2383.95,2405.54,2372.42,2399.59,
9-May-2018,2401.92,2412.08,2385.77,2398.62,
10-May-2018,2403.55,2411.23,2345.30,2350.19,
11-May-2018,2353.94,2364.93,2328.23,2336.19,
14-May-2018,2343.14,2367.94,2315.25,2323.87,
15-May-2018,2328.14,2364.69,2269.54,2279.70,
16-May-2018,2287.33,2333.70,2284.33,2325.12,
17-May-2018,2331.28,2345.67,2319.88,2334.67,
18-May-2018,2339.52,2345.21,2277.95,2293.96,
21-May-2018,2293.42,2293.42,2209.08,2222.55,
22-May-2018,2221.06,2255.58,2191.86,2250.52,
23-May-2018,2244.54,2261.48,2218.07,2222.21,
24-May-2018,2228.28,2232.44,2198.87,2211.33,
25-May-2018,2225.16,2252.95,2212.40,2239.36,
28-May-2018,2242.85,2285.11,2242.85,2274.66,
29-May-2018,2272.58,2284.88,2250.97,2257.34,
30-May-2018,2241.97,2259.89,2227.98,2253.80,
31-May-2018,2260.07,2265.82,2231.56,2234.69,
1-June-2018,2230.23,2248.11,2203.79,2210.67,
4-June-2018,2223.01,2231.53,2132.55,2138.80,
5-June-2018,2130.57,2136.87,2088.61,2116.80,
6-June-2018,2108.51,2155.47,2100.86,2147.92,
7-June-2018,2151.50,2216.73,2151.50,2207.47,
8-June-2018,2198.20,2221.89,2184.52,2215.86,
11-June-2018,2231.17,2236.40,2193.77,2200.22,
12-June-2018,2197.29,2211.35,2193.40,2207.03,
13-June-2018,2205.79,2222.43,2200.43,2211.79,
14-June-2018,2206.31,2213.28,2199.23,2208.45,
15-June-2018,2212.97,2225.51,2176.55,2182.53,
18-June-2018,2181.80,2188.50,2166.57,2179.67,
19-June-2018,2177.90,2179.15,2134.46,2150.68,
20-June-2018,2153.93,2179.11,2153.93,2168.52,
21-June-2018,2167.49,2179.79,2146.33,2157.55,
22-June-2018,2160.42,2160.77,2138.04,2155.56,
25-June-2018,2154.64,2176.48,2119.32,2128.79,
26-June-2018,2122.58,2136.41,2104.82,2114.15,
27-June-2018,2119.25,2126.17,2057.06,2071.39,
28-June-2018,2065.20,2065.29,2014.70,2028.59,
29-June-2018,2030.96,2081.21,2030.63,2073.37,
2-July-2018,2074.46,2079.43,2024.81,2046.55,
3-July-2018,2045.31,2063.56,2021.83,2052.75,
4-July-2018,2048.74,2065.74,2036.34,2061.41,
5-July-2018,2071.41,2071.41,2022.64,2026.27,
6-July-2018,2034.54,2069.51,2029.77,2052.06,
9-July-2018,2051.65,2072.72,2051.65,2065.18,
10-July-2018,2072.36,2111.92,2072.22,2102.16,
11-July-2018,2100.21,2125.35,2092.93,2113.64,
12-July-2018,2114.40,2128.24,2085.06,2089.56,
13-July-2018,2089.56,2092.51,2054.56,2061.04,
16-July-2018,2060.19,2066.27,1985.68,1993.83,
17-July-2018,1992.14,2014.12,1971.86,2011.39,
18-July-2018,2021.01,2032.01,1958.30,1962.80,
19-July-2018,1962.26,1980.96,1945.61,1959.50,
20-July-2018,1959.50,1981.82,1946.18,1975.54,
23-July-2018,1975.94,2020.39,1975.94,2012.99,
24-July-2018,2016.84,2075.93,2013.85,2069.34,
25-July-2018,2072.52,2077.98,2036.75,2041.99,
26-July-2018,2042.82,2061.88,2039.30,2056.95,
27-July-2018,2072.98,2083.77,2060.77,2068.32,
30-July-2018,2077.38,2080.13,2061.18,2072.05,
31-July-2018,2082.51,2112.51,2081.61,2094.86,
1-August-2018,2101.04,2106.24,2076.20,2099.27,
2-August-2018,2092.36,2098.30,2065.41,2068.81,
3-August-2018,2068.90,2093.81,2068.90,2082.28,
6-August-2018,2088.81,2104.47,2066.79,2069.91,
7-August-2018,2070.79,2081.89,2049.55,2059.42,
8-August-2018,2061.94,2075.03,2048.97,2058.84,
9-August-2018,2065.26,2115.87,2055.69,2108.11,
10-August-2018,2114.33,2127.38,2098.37,2104.87,
13-August-2018,2101.98,2102.45,2082.14,2089.65,
14-August-2018,2090.26,2131.85,2089.85,2128.03,
16-August-2018,2116.64,2128.48,2092.25,2117.84,
17-August-2018,2129.36,2143.85,2123.88,2132.82,
20-August-2018,2142.62,2160.70,2142.29,2148.95,
21-August-2018,2145.57,2153.22,2111.10,2117.73,
23-August-2018,2119.47,2137.34,2105.03,2125.46,
24-August-2018,2126.83,2138.20,2118.04,2128.09,
27-August-2018,2130.96,2148.97,2117.56,2124.65,
28-August-2018,2132.95,2133.39,2105.98,2109.32,
29-August-2018,2109.30,2155.01,2105.90,2132.33,
30-August-2018,2137.96,2147.80,2121.52,2141.76,
31-August-2018,2153.63,2158.70,2121.93,2141.43,
3-September-2018,2106.09,2140.62,2099.21,2115.08,
4-September-2018,2110.02,2117.16,2059.83,2070.55,
5-September-2018,2063.81,2067.48,2021.65,2052.67,
6-September-2018,2062.85,2084.67,2043.10,2063.46,
7-September-2018,2062.89,2081.86,2055.84,2076.09,
10-September-2018,2076.51,2082.61,2041.53,2044.73,
11-September-2018,2049.66,2054.47,2002.20,2008.28,
12-September-2018,2009.43,2025.29,1965.03,2001.34,
14-September-2018,2006.03,2078.51,2005.87,2067.26,
17-September-2018,2063.20,2100.68,2055.06,2095.29,
18-September-2018,2092.40,2108.83,2023.22,2029.64,
19-September-2018,2030.53,2040.43,1998.78,2010.21,
21-September-2018,2014.40,2026.87,1861.11,1940.23,
24-September-2018,1933.10,1941.05,1831.40,1841.27,
25-September-2018,1838.16,1838.78,1734.44,1810.53,
26-September-2018,1822.84,1852.96,1802.29,1841.06,
27-September-2018,1838.90,1844.73,1780.41,1789.68,
28-September-2018,1794.34,1797.83,1689.49,1702.94,
1-October-2018,1692.48,1693.28,1636.70,1678.41,
3-October-2018,1678.91,1694.29,1656.75,1678.08,
4-October-2018,1657.82,1666.91,1621.73,1659.38,
5-October-2018,1661.27,1675.14,1598.19,1614.51,
8-October-2018,1615.03,1639.00,1536.11,1564.02,
9-October-2018,1567.00,1572.47,1534.58,1547.40,
10-October-2018,1556.68,1625.27,1540.09,1616.12,
11-October-2018,1567.11,1588.66,1543.00,1565.09,
12-October-2018,1573.15,1627.92,1573.15,1620.28,
15-October-2018,1627.67,1631.19,1606.48,1621.50,
16-October-2018,1627.52,1646.88,1622.59,1643.62,
17-October-2018,1649.16,1681.45,1586.08,1591.45,
19-October-2018,1575.45,1597.67,1562.56,1584.34,
22-October-2018,1578.67,1599.61,1567.44,1575.35,
23-October-2018,1570.35,1598.84,1561.59,1581.87,
24-October-2018,1597.90,1652.67,1593.74,1640.17,
25-October-2018,1622.63,1629.25,1589.55,1610.78,
26-October-2018,1613.64,1615.12,1583.64,1596.27,
29-October-2018,1602.74,1660.59,1598.93,1656.38,
30-October-2018,1656.61,1678.70,1648.48,1665.93,
31-October-2018,1666.01,1684.12,1648.32,1679.80,
1-November-2018,1684.82,1723.66,1681.59,1717.89,
2-November-2018,1761.77,1765.80,1716.69,1719.93,
5-November-2018,1724.75,1755.04,1714.15,1746.60,
6-November-2018,1757.74,1769.36,1742.12,1753.53,
7-November-2018,1761.01,1772.98,1757.55,1768.27,
9-November-2018,1765.56,1781.26,1744.49,1762.76,
12-November-2018,1773.05,1774.40,1730.20,1734.52,
13-November-2018,1730.47,1739.62,1708.04,1724.31,
14-November-2018,1727.05,1738.96,1691.30,1698.03,
15-November-2018,1701.62,1731.13,1690.57,1724.78,
16-November-2018,1731.94,1732.52,1711.30,1728.14,
19-November-2018,1729.77,1765.96,1727.17,1753.22,
20-November-2018,1741.67,1761.97,1736.87,1751.15,
21-November-2018,1751.24,1785.01,1751.24,1777.91,
22-November-2018,1779.95,1783.41,1751.70,1756.52,
26-November-2018,1761.29,1766.44,1736.99,1758.69,
27-November-2018,1760.03,1784.10,1759.61,1766.74,
28-November-2018,1766.59,1767.31,1728.02,1732.92,
29-November-2018,1732.84,1761.15,1732.84,1757.25,
30-November-2018,1757.49,1799.76,1752.91,1791.68,
3-December-2018,1795.66,1847.37,1795.66,1838.18,
4-December-2018,1834.30,1838.13,1815.12,1826.70,
5-December-2018,1825.03,1828.59,1803.64,1817.01,
6-December-2018,1812.17,1812.17,1753.38,1775.99,
7-December-2018,1780.72,1789.16,1767.09,1784.65,
10-December-2018,1758.23,1770.81,1723.12,1728.40,
11-December-2018,1723.90,1746.17,1708.04,1737.75,
12-December-2018,1737.75,1813.05,1735.99,1808.51,
13-December-2018,1809.69,1843.89,1802.71,1830.01,
14-December-2018,1830.65,1851.83,1826.41,1838.31,
17-December-2018,1841.20,1844.09,1824.41,1832.18,
18-December-2018,1831.77,1842.80,1822.73,1836.88,
19-December-2018,1839.37,1900.55,1839.37,1894.01,
20-December-2018,1897.10,1905.09,1878.82,1886.58,
21-December-2018,1894.64,1898.87,1846.83,1851.93,
24-December-2018,1846.88,1847.87,1804.57,1809.53,
26-December-2018,1811.20,1812.31,1772.45,1801.26,
27-December-2018,1802.61,1816.90,1793.63,1800.09,
28-December-2018,1805.64,1821.69,1796.06,1803.00,
31-December-2018,1804.45,1821.18,1791.18,1797.83,
1-January-2019,1797.68,1842.42,1795.55,1837.49,
2-January-2019,1837.26,1846.96,1808.83,1813.43,
3-January-2019,1813.70,1826.76,1805.02,1812.68,
4-January-2019,1812.82,1831.61,1805.88,1825.20,
7-January-2019,1835.49,1875.67,1835.49,1853.52,
8-January-2019,1856.29,1869.96,1845.02,1849.91,
9-January-2019,1852.19,1868.29,1835.17,1862.13,
10-January-2019,1861.80,1885.06,1846.95,1860.07,
11-January-2019,1863.34,1863.34,1829.91,1833.46,
14-January-2019,1833.59,1834.92,1807.94,1820.18,
15-January-2019,1818.71,1859.27,1818.71,1851.41,
16-January-2019,1855.74,1865.36,1843.30,1849.19,
17-January-2019,1853.83,1880.11,1847.43,1870.16,
18-January-2019,1879.45,1883.43,1834.58,1847.26,
21-January-2019,1845.61,1847.69,1817.32,1824.80,
